+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                    ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; spi_controller|mm_interconnect_0|rsp_demux_001                                                                                                                                           ; 107   ; 4              ; 2            ; 4              ; 207    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|rsp_demux                                                                                                                                               ; 106   ; 1              ; 2            ; 1              ; 104    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_004                                                                                                                                             ; 106   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_003                                                                                                                                             ; 106   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_002|arb|adder                                                                                                                                   ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_002|arb                                                                                                                                         ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_002                                                                                                                                             ; 209   ; 0              ; 0            ; 0              ; 105    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_001|arb|adder                                                                                                                                   ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_001|arb                                                                                                                                         ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux_001                                                                                                                                             ; 209   ; 0              ; 0            ; 0              ; 105    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_mux                                                                                                                                                 ; 106   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_demux_001                                                                                                                                           ; 107   ; 4              ; 2            ; 4              ; 207    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|cmd_demux                                                                                                                                               ; 110   ; 25             ; 2            ; 25             ; 516    ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_006|the_default_decode                                                                                                                           ; 0     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_006                                                                                                                                              ; 101   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_005|the_default_decode                                                                                                                           ; 0     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_005                                                                                                                                              ; 101   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_004|the_default_decode                                                                                                                           ; 0     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_004                                                                                                                                              ; 101   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_003|the_default_decode                                                                                                                           ; 0     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_003                                                                                                                                              ; 101   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_002|the_default_decode                                                                                                                           ; 0     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_002                                                                                                                                              ; 101   ; 0              ; 2            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_001|the_default_decode                                                                                                                           ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router_001                                                                                                                                              ; 101   ; 0              ; 5            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router|the_default_decode                                                                                                                               ; 0     ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|router                                                                                                                                                  ; 101   ; 0              ; 5            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|spi_0_spi_control_port_agent_rsp_fifo                                                                                                                   ; 141   ; 39             ; 0            ; 39             ; 100    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|spi_0_spi_control_port_agent|uncompressor                                                                                                               ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|spi_0_spi_control_port_agent                                                                                                                            ; 280   ; 39             ; 42           ; 39             ; 297    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|timer_0_s1_agent_rsp_fifo                                                                                                                               ; 141   ; 39             ; 0            ; 39             ; 100    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|timer_0_s1_agent|uncompressor                                                                                                                           ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|timer_0_s1_agent                                                                                                                                        ; 280   ; 39             ; 42           ; 39             ; 297    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|onchip_memory2_0_s1_agent_rsp_fifo                                                                                                                      ; 141   ; 39             ; 0            ; 39             ; 100    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|onchip_memory2_0_s1_agent|uncompressor                                                                                                                  ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|onchip_memory2_0_s1_agent                                                                                                                               ; 280   ; 39             ; 42           ; 39             ; 297    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent_rsp_fifo                                                                                                             ; 141   ; 39             ; 0            ; 39             ; 100    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent|uncompressor                                                                                                         ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent                                                                                                                      ; 280   ; 39             ; 42           ; 39             ; 297    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent_rsp_fifo                                                                                                            ; 141   ; 39             ; 0            ; 39             ; 100    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent|uncompressor                                                                                                        ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent                                                                                                                     ; 280   ; 39             ; 42           ; 39             ; 297    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_instruction_master_agent                                                                                                                   ; 168   ; 37             ; 72           ; 37             ; 133    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_data_master_agent                                                                                                                          ; 168   ; 37             ; 72           ; 37             ; 133    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|spi_0_spi_control_port_translator                                                                                                                       ; 86    ; 22             ; 35           ; 22             ; 56     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|timer_0_s1_translator                                                                                                                                   ; 86    ; 22             ; 35           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                                          ; 102   ; 7              ; 4            ; 7              ; 88     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_translator                                                                                                                 ; 102   ; 5              ; 10           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                                                                                                ; 102   ; 5              ; 21           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_instruction_master_translator                                                                                                              ; 103   ; 51             ; 0            ; 51             ; 95     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0|nios2_gen2_0_data_master_translator                                                                                                                     ; 103   ; 12             ; 0            ; 12             ; 95     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|mm_interconnect_0                                                                                                                                                         ; 211   ; 0              ; 0            ; 0              ; 247    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|timer_0                                                                                                                                                                   ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|spi_0                                                                                                                                                                     ; 25    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|onchip_memory2_0|the_altsyncram|auto_generated|mux2                                                                                                                       ; 130   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|onchip_memory2_0|the_altsyncram|auto_generated|decode3                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|onchip_memory2_0|the_altsyncram|auto_generated                                                                                                                            ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|onchip_memory2_0                                                                                                                                                          ; 58    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_debug_slave_wrapper|the_nios_cpu_nios2_gen2_0_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_debug_slave_wrapper|the_nios_cpu_nios2_gen2_0_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_debug_slave_wrapper                                                                ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_ocimem|nios_cpu_nios2_gen2_0_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_ocimem|nios_cpu_nios2_gen2_0_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_ocimem                                                                       ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_avalon_reg                                                                   ; 48    ; 0              ; 28           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_im                                                                       ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_pib                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_fifo|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_fifo|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_fifo|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_fifo                                                                     ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_dtrace|nios_cpu_nios2_gen2_0_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_dtrace                                                                   ; 104   ; 0              ; 93           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_itrace                                                                   ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_dbrk                                                                     ; 89    ; 0              ; 0            ; 0              ; 93     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_xbrk                                                                     ; 55    ; 5              ; 52           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_break                                                                    ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci_debug                                                                    ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_nios2_oci                                                                                                                  ; 158   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|nios_cpu_nios2_gen2_0_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|nios_cpu_nios2_gen2_0_cpu_register_bank_b                                                                                                                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|nios_cpu_nios2_gen2_0_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|nios_cpu_nios2_gen2_0_cpu_register_bank_a                                                                                                                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu|the_nios_cpu_nios2_gen2_0_cpu_test_bench                                                                                                                 ; 291   ; 3              ; 257          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0|cpu                                                                                                                                                          ; 149   ; 1              ; 29           ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; spi_controller|nios2_gen2_0                                                                                                                                                              ; 149   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
